agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,current_rating_nu,shift_adj_va,diff_from_rating_pc,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
USGS,8158810,150,10/07/98 12:25 PM,CDT,Yes,MMM,USGS,2.28,1.54,3,-0.01,0,FAIR,0,1,CLER,MEAS,1,Unspecified,WADE,QUNSP,,1.54,3.4,1.63,0.94,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,151,11/18/98 10:46 AM,CST,Yes,MMM,USGS,2.98,31.4,3,-0.01,-3,FAIR,0,1,CLER,MEAS,1,Unspecified,WADE,QUNSP,,31.4,19,34.7,0.9,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,152,07/11/99 12:17 PM,CDT,Yes,SMJ,USGS,2.34,1.96,4,-0.01,-2,FAIR,0,1,,MEAS,1,Unspecified,WADE,QUNSP,,1.96,6.6,3.02,0.65,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,153,09/01/99 11:34 AM,CDT,Yes,JDC/KCW,USGS,1.93,0.04,4,0.11,0,POOR,0,1,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,0.04,0.8,0.06,0.67,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,154,10/01/99 10:21 AM,CDT,Yes,MWS/JDC,USGS,,0,,0,,UNSP,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,155,12/01/99 12:10 PM,CST,Yes,MMM,USGS,,0,,0,,UNSP,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,156,01/26/00 08:45 AM,CST,Yes,jdc/ras,USGS,1.76,0,,0,,UNSP,0,1,CLER,MEAS,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,157,03/13/00 01:00 PM,CST,Yes,ras,USGS,2.01,0.04,4,0.03,0,FAIR,0,,MDDB,MEAS,1,Unspecified,WADE,QUNSP,,0.04,0.8,0.05,0.8,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,158,05/12/00 12:50 PM,CDT,Yes,smj,USGS,2.04,0.12,4,0.03,-8,FAIR,0,1,,UNSP,1,Unspecified,WADE,QUNSP,,0.12,3.1,0.97,0.12,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,159,06/26/00 11:43 AM,CDT,Yes,RAS,USGS,2.4,2.44,4,-0.04,-2,FAIR,0,,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,2.44,8.6,3.43,0.71,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,160,10/02/00 12:40 PM,CDT,Yes,smj,USGS,,0,,0,,UNSP,,,CLER,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,161,2000-11-02,,Yes,RMS/RAS,USGS,7.77,2130,4,0,17,UNSP,,,,UNSP,1,Unspecified,OTHR,QIDIR,,2130,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,162,11/04/00 11:10 AM,CST,Yes,KRS/JPM,USGS,3.06,33.5,4,-0.04,-7,FAIR,0,0.5,CLER,MEAS,1,Unspecified,WADE,QUNSP,,33.5,20,37.2,0.92,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,163,11/06/00 10:09 AM,CST,Yes,KCW/JPM,USGS,3.32,64.6,4,0.04,4,FAIR,-0.04,1,CLER,MEAS,1,Unspecified,WADE,QUNSP,,64.6,22,44.9,1.44,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,164,11/21/00 08:58 AM,CST,Yes,RAS,USGS,2.84,15.9,4,-0.1,1,FAIR,0,1,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,15.9,25.2,18.9,0.84,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,165,05/11/01 09:26 AM,CDT,Yes,RAS,USGS,2.61,4.81,4,-0.14,-3,POOR,0,1,HVDB,MEAS,1,Unspecified,WADE,QUNSP,,4.81,8.7,5.16,0.93,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,166,07/09/01 03:03 PM,CDT,Yes,RAS/RSA,USGS,2.01,0.06,4,0.04,-14,POOR,0,0.25,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,0.06,0.9,0.09,0.67,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,167,10/01/01 11:23 AM,CDT,Yes,RAS,USGS,2.2,0.41,4,-0.04,-2,POOR,0,0.5,HVDB,MEAS,1,Unspecified,WADE,QUNSP,,0.41,3.4,0.69,0.59,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,168,12/12/01 10:20 AM,CST,Yes,SMJ/KSP,USGS,3.18,38.9,4,-0.13,0,FAIR,-0.01,1,MDDB,MEAS,1,Unspecified,WADE,QUNSP,,38.9,30.5,34.8,1.11,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,169,01/02/02 11:23 AM,CST,Yes,JWS/RAS,USGS,2.77,12.4,4,-0.08,-6,FAIR,0,1,MDDB,MEAS,1,Unspecified,WADE,QUNSP,,12.4,19.7,13.2,0.94,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,170,02/19/02 09:05 AM,CST,Yes,SMJ/WEH,USGS,2.5,4.14,4,-0.07,6,FAIR,0,1,,MEAS,1,Unspecified,WADE,QUNSP,,4.14,9.8,4.11,1.01,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,171,04/12/02 12:43 PM,CDT,Yes,SMJ/KSP,USGS,2.38,1.57,4,-0.08,-1,FAIR,0,1,MDDB,MEAS,1,Unspecified,WADE,QUNSP,,1.57,6.5,2.61,0.59,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,172,05/23/02 01:26 PM,CDT,Yes,JWS/RAS,USGS,2.15,0.19,4,-0.06,3,POOR,0,0.25,MDDB,MEAS,1,Unspecified,WADE,QUNSP,,0.19,1.16,0.16,1.19,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,173,06/30/02 11:46 AM,CDT,Yes,KCW/SMJ,USGS,3.85,124,4,-0.08,-7,FAIR,-0.14,0.5,HVDB,MEAS,1,Unspecified,WADE,QUNSP,,124,31,73.4,1.69,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,174,07/10/02 10:31 AM,CDT,Yes,JWS/RAS,USGS,3.04,25.3,4,-0.15,-1,FAIR,0,1,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,25.3,28,28.6,0.88,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,175,10/02/02 02:09 PM,CDT,Yes,JWS,USGS,2.31,0.81,4,-0.09,4,FAIR,0,0.5,HVDB,MEAS,1,Unspecified,WADE,QUNSP,,0.81,3,0.84,0.96,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,176,10/24/02 12:50 PM,CDT,Yes,MWS/MED,USGS,3.36,57.2,4,-0.13,1,FAIR,0,1,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,57.2,21,46.1,1.25,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,177,11/05/02 03:35 PM,CST,Yes,JWS,USGS,3.16,35.8,4,-0.14,-1,FAIR,-0.01,0.75,MDDB,MEAS,1,Unspecified,WADE,QUNSP,,35.8,26,25.4,1.41,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,178,12/13/02 11:17 AM,CST,Yes,JWS,USGS,3.12,33.2,4,-0.13,-1,FAIR,0,1,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,33.2,24,22.9,1.44,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,179,01/23/03 10:49 AM,CST,Yes,JWS,USGS,2.8,8.92,4,-0.21,1,FAIR,0,1,MDDB,MEAS,1,Unspecified,WADE,QUNSP,,8.92,12,7.36,1.21,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,180,03/13/03 11:57 AM,CST,Yes,RAS/JTB,USGS,2.87,15.5,4,-0.14,1,FAIR,0,1.25,CLER,MEAS,1,Unspecified,WADE,QUNSP,,15.5,19.6,12.9,1.2,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,181,05/01/03 09:20 AM,CDT,Yes,JTB,USGS,2.3,2.4,4,0.05,3,FAIR,0,1,CLER,MEAS,1,Unspecified,WADE,QUNSP,,2.4,7,2.08,1.15,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,182,07/02/03 09:41 AM,CDT,Yes,MLG,USGS,2.12,0.1,4,-0.06,-9,FAIR,0,1,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,0.1,5.5,1.12,0.09,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,183,08/07/03 11:55 AM,CDT,Yes,MLG,USGS,1.7,0,4,0,,UNSP,0,0.5,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,184,09/30/03 12:40 PM,CDT,Yes,MWS/JTB,USGS,,0,4,0,,UNSP,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,185,11/10/03 12:10 PM,CST,Yes,JTB,USGS,,0,4,0,,UNSP,0,0.25,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,186,12/29/03 11:02 AM,CST,Yes,JTB,USGS,,0,4,0,,UNSP,0,0.25,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,187,02/02/04 09:37 AM,CST,Yes,JTB,USGS,2.07,0.12,4,-0.01,9.1,POOR,0,0.25,MDDB,MEAS,1,Unspecified,WADE,QUNSP,,0.12,3.3,0.259,0.463,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,188,02/18/04 08:54 AM,CST,Yes,JTB,USGS,2.18,0.26,4,-0.06,-3.4,POOR,0,0.25,CLER,MEAS,1,Unspecified,WADE,QUNSP,,0.26,3.3,0.525,0.486,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,189,04/14/04 09:15 AM,CDT,Yes,JTB,USGS,2.46,3.14,4,-0.07,3,POOR,0,0.5,CLER,MEAS,1,Unspecified,WADE,QUNSP,,3.14,9.4,4.93,0.63,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,190,05/14/04 02:28 PM,CDT,Yes,JTB/JWS,USGS,2.64,6.65,4,-0.11,-1.2,POOR,0,0.5,CLER,MEAS,1,Unspecified,WADE,QUNSP,,6.65,11,6.55,1.02,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,191,06/01/04 01:32 PM,CDT,Yes,MLG,USGS,2.37,0.98,4,-0.12,-4,POOR,0,0.75,HVDB,MEAS,1,Unspecified,WADE,QUNSP,,0.98,6,1.31,0.75,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,192,06/27/04 11:05 AM,CDT,Yes,MMC/SCM,USGS,2.95,23.1,4,-0.09,-0.8,FAIR,-0.01,1,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,23.1,29.6,37.3,0.62,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,193,07/01/04 10:05 AM,CDT,Yes,MMC,USGS,3.57,99.1,4,0,0.8,GOOD,-0.02,1.1,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,99.1,31.1,35.8,2.77,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,194,07/13/04 11:10 AM,CDT,Yes,SCM/JWS,USGS,2.82,11.6,4,-0.16,-1.7,FAIR,0,1,MDDB,MEAS,1,Unspecified,WADE,QUNSP,,11.6,11.1,8.11,1.43,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,195,08/31/04 11:40 AM,CDT,Yes,SCM/JWS,USGS,2.46,0.49,4,-0.29,3.6,POOR,0,0.5,HVDB,MEAS,1,Unspecified,WADE,QUNSP,,0.49,3.3,1.01,0.48,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,196,10/12/04 03:15 PM,CDT,Yes,MOG,USGS,2.42,0.32,4,-0.28,-5.9,POOR,0,1,,MEAS,1,Unspecified,WADE,QUNSP,,0.32,5.8,1.27,0.25,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,197,12/10/04 09:03 AM,CST,Yes,MOG,USGS,2.8,18.2,4,-0.02,0.6,FAIR,0,1,,MEAS,1,Unspecified,WADE,QUNSP,,18.2,26.5,27,0.68,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,198,02/15/05 09:17 AM,CST,Yes,MMC/RAS,USGS,2.69,7.29,4,-0.14,-1.5,POOR,0.02,0.5,CLER,MEAS,1,Unspecified,WADE,QUNSP,,7.29,14.6,5.61,1.3,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,199,04/05/05 12:56 PM,CDT,Yes,VC /RAS,USGS,2.68,6.36,4,-0.16,-0.8,FAIR,0,1,CLER,MEAS,1,Unspecified,WADE,QUNSP,,6.36,18,16.9,0.38,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,200,05/26/05 01:42 PM,CDT,Yes,LDR/RAS,USGS,2.45,0.88,4,-0.22,3.5,POOR,0,0.5,CLER,MEAS,1,Unspecified,WADE,QUNSP,,0.88,7.5,1.69,0.52,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,201,07/13/05 12:08 PM,CDT,Yes,RAS/LDR,USGS,2.17,0.002,4,-0.17,-75,POOR,0,0.1,MDDB,MEAS,1,Unspecified,OTHR,Q-EST,,0.002,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,202,09/06/05 01:21 PM,CDT,Yes,RAS/LDR,USGS,2.19,0.01,4,-0.19,25,POOR,0,1,,UNSP,1,Unspecified,UNSP,,,0.01,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,203,10/13/05 10:14 AM,CDT,Yes,LDR,USGS,2.06,0,4,0,0,EXCL,0,0.5,CLER,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,204,12/12/05 11:21 AM,CST,Yes,VMC/LDR,USGS,1.62,0,,,,UNSP,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,205,02/07/06 11:10 AM,CST,Yes,C/G/W,USGS,1.94,0,,,,UNSP,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,206,03/16/06 10:30 AM,CST,Yes,LDR/MMC,USGS,2.25,0.01,4,-0.25,25,POOR,0,0.25,CLER,MEAS,1,Unspecified,OTHR,Q-EST,,0.01,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,207,03/20/06 10:34 AM,CST,Yes,RAS,USGS,2.72,7.08,4,-0.18,0.3,FAIR,-0.02,0.67,CLER,MEAS,1,Unspecified,WADE,QSCMM,VADV,7.08,20.5,23.2,0.31,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,208,03/28/06 03:02 PM,CST,Yes,LDR,USGS,3,26.9,4,-0.09,-0.4,GOOD,-0.05,0.6,CLER,MEAS,1,Unspecified,WADE,QSCMM,VADV,26.9,19.5,17.6,1.53,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,209,04/04/06 09:58 AM,CDT,Yes,VMC,USGS,2.44,0.6,4,-0.25,3.4,UNSP,0,0.3,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,0.6,5.2,1.95,0.31,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,210,05/30/06 10:51 AM,CDT,Yes,VMC/LDR,USGS,2.44,0.582,4,-0.25,3.4,POOR,0,0.5,CLER,MEAS,1,Unspecified,WADE,QSCMM,VADV,0.582,3.4,1.21,0.48,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,211,08/02/06 10:53 AM,CDT,Yes,JWS/JSB,USGS,2.05,0,4,,,EXCL,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,212,10/04/06 11:35 AM,CDT,Yes,MLG/LDR,USGS,,0,4,,,EXCL,0,1,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,213,11/30/06 09:15 AM,CST,Yes,JWS,USGS,,0,4,,,UNSP,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,214,01/04/07 09:41 AM,CST,Yes,JWS,USGS,2.71,2.89,4,-0.33,1,POOR,-0.02,0.3,HVDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,2.89,7.6,4.91,0.59,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,215,01/19/07 11:59 AM,CST,Yes,JWS,USGS,2.82,11.7,4,-0.16,-0.85,GOOD,-0.01,1,MDDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,11.7,26.7,17.2,0.68,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,216,03/20/07 11:35 AM,CDT,Yes,JWS,USGS,2.88,15,4,-0.16,2,FAIR,0,1,CLER,MEAS,1,Unspecified,WADE,QSCMM,VADV,15,27.1,28.3,0.53,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,217,05/03/07 11:20 AM,CDT,Yes,KCW,USGS,3.44,65.3,4,-0.13,-0.47,FAIR,-0.02,0.5,LGDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,65.3,43,59.7,1.09,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,218,05/22/07 11:50 AM,CDT,Yes,JWS,USGS,3.06,19.3,4,-0.26,0,FAIR,-0.01,0.8,HVDB,UNSP,1,Unspecified,WADE,QSCMM,VADV,19.3,28.6,25.6,0.73,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,219,07/11/07 12:05 PM,CDT,Yes,JWS,USGS,2.92,11.6,4,-0.26,-1.7,FAIR,0,1,HVDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,11.6,29.5,23.6,0.49,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,220,08/23/07 12:12 PM,CDT,Yes,JWS,USGS,2.92,11.7,4,-0.26,-0.85,GOOD,0,1,MDDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,11.7,24.5,21.7,0.54,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,221,10/22/07 03:00 PM,CDT,Yes,JWS,USGS,2.66,2.48,4,-0.3,-0.4,POOR,0,0.5,HVDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,2.48,4,1.97,1.26,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,222,12/11/07 01:54 PM,CST,Yes,JWS,USGS,2.58,1.04,4,-0.33,2,POOR,0,0.2,HVDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,1.04,3.2,1.39,0.75,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
